,Tweet,Sentiment
2021,RT @kynamariee evryone might leave you but one wont and it is God   ,neutral
2022,@TheQuint Apko is baar ke sarkar mein hum sabhi miss kar rahe h . Aapki Sundar karyasaili ki mein fan hu . Aasa Karti h … ,positive
2023,@RajatSharmaLive @narendramodi @indiatvnews bharat ke rail department ki halat bahut hi jyada kharab hai iske liy a … ,neutral
2024,Mera 24 Ghanta se jyada ho gaya hai abhi tak mera problem ko solve nahin kiya WazirX ne Mera OTP code nahi aa raha … ,neutral
2025,@aapkadharam Hello sir ji 🙏🙏🙏🙏🙏 Sir ji mere dada aapke bahut bade fan the Mera pura family deol parivaar ka fan hai … ,positive
2026,kya ap meri madad kar sakte hai mere gao me rode nahi hai jabki 20 sal se bjp yaha jet rahi kya ham bjp ko apna vot … ,neutral
2027,@_whatsinaname Meri bhi yahi aadat hai abba bohot chillate hai ki eye sight kharab ho jaegi and all 😂😂   ,negative
2028,Icc world cup ke joh warm up match hue hai ji woh bhaut interesting hue hai ji AMAZING Superstar Jai hind ji to … ,positive
2029,Good news for Youtuber Is mahina apne channel par kaam karke dekho revunue jyda milne wale hai Han ads bagera jyda arha hai   ,neutral
2030,RT @fr_suman @TarekFatah Tarek sahab you have brought up very relevant issue . You have great empathy ability to feel for others . Appreci …   ,neutral
2031,RT @FanKrpkab Dear @StarPlus Tum behare ho ? Arrogant ho ? Humari wife ho ? Toh fir sunte kyu nahi ho ? Ek ZAKAAS wala promo de do na #…   ,neutral
2032,RT @kashij3 Guttar k dhakuno key choree say shru kiya hua business is Arz a Pak ko lootnay tuk pohncha . Kitnay banks fail huay log medici …   ,neutral
2033,@Acid_6969 @Saim_Hun Isliya we lost the match mujy lga players ki glti ha but unfortunately i m wrong dudee   ,neutral
2034,@sardanarohit Kyu sir ? Wo achha bol leta hai high light ho gaya to niyam kanoon pel ke jail me daal diye .. aap lo … ,neutral
2035,@UberEats_IND how can this be undeliverable ? Distance is not more than 5 mins/1 . 5km . I have ordered from much more … ,neutral
2036,@rssurjewala Aapko kya kerna janata modi ko pasand kerti aur Gas Cylinder 17kg ka 2000 rupiya mein kharidegi aapko … ,neutral
2037,@khaaksar77 Waalakum us Salam Brother Same to you with prayers khosh Rahan   ,positive
2038,RT @Karm2succeed @Samiullah_inc @INC_GAURAV_@sambitswaraj Bhakto ko ullu banaya Bada mazaa aaya ... Yours sincerely modi   ,neutral
2039,Yo boys give me the best/funniest pick up lines you’d love to hear a girl say to you 😛 This girl wants some fresh … ,positive
2040,congress CWC ne aaj kaha ki cong sanvidhan ki raksha ke liye ladti rahegi . kya unka aarth he ki modi sarkar sanvidh … ,positive
2041,@BeingZehraaa Haaayeeeee sachi ?!?! You are so lucky sis . His eye lashes omg 😭😍 you are a blessed one aren't you ? Allah Nazre bad see bachaye   ,positive
2042,Tum hajaro saal se jo dogli chal chal rahe ho aur sab apne baap ka samjhte ho uska kya puvhhiyo apne baap dada se k … ,neutral
2043,@OfficeOfHB Bahut bhut subhkamnaye or badhai bhai hanumanG beniwal ko ,neutral
2044,@Cypruusss Yaha wala ko kabalo nga birthday man diay nimooooo hahahahahhahaha sorry kuya cyp 😚   ,neutral
2045,RT @CoolGuyM Pakistani Fauj ka Captain 👆🏻 jo mulk ka sara budget kha raha hai . Aap bhi iss ki Iftar ka manzar apni ankhon se dekh lein k k …   ,negative
2046,RT @aparanjape #SwachBharat was a great initiative in the last term of the Modi Govt . It needs to continue . But in addition we need a sim …   ,positive
2047,@marley_de_rasta A song I'll definitely dance to on my wedding day ❤🔥   ,positive
2048,@ambedkariteIND Meat or Gost ? Iss video ki jaanch honi chahiye Hindu Gost nhi bolte hain . Koi bhi reaction dene se … ,neutral
2049,@NicoleR1706 Of course Nic . Wo smart momo ka chotu hai ... he should not forgets 😃   ,positive
2050,@PJkanojia @NazranaYusufzai actualy i m not sad about it .. bighairathi ki intiha hain yi .. any how koi nahi aaj in … ,neutral
2051,Kisko pata tha Fair & Lovely vely ghis ghis kei itti gori ho jayegi yeh ladki 😜😜😜 By the way die hard fan of … ,positive
2052,@MaryamNSharif Lanati ko marney do haram khor NS nasle harami baddiyanat e azam na ahle azam iblees ka chela lo … ,negative
2053,Cogratulations modiji today we are happy because we got you as our Prime Minister again Please give your reply to us 🙏🌹🙏🏻🌹   ,positive
2054,@AmitShah Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain   ,positive
2055,@KailashOnline @vijyendrajadon Bahut bahut badhai dada aap ko v or modi ji ko v hum saty kk . Sath chale or jite v … ,positive
2056,@iVeenaKhan Media walon ny apki mistakes say entertainment deliver ki ... sath nahi dia ultaa expose kiya ....   ,negative
2057,@smritiirani @NamoINDIAPM @smritiirani and @namoindiapm Smriti ji i love u nari shkti aage he congratulations god k … ,positive
2058,@erbmjha @TajinderBagga @sardanarohit Wohi to hypothetically toh Raul Vinci bhi Rajiv Gandhi ke suputr hain but … ,neutral
2059,NAMASTEY VAV we all kpopers are welcoming you all and gladly sharing our love with you VAV idols and Vampz fandom ... ,positive
2060,@sardanarohit Tumhe bjp ki chatna hai uske liye Congress ke spokespersons ki kya zaroorat Ab koi rukawat nahin L … ,negative
2061,RT @Roni17986300 @AAPInNews In classes mein teacher tumhare liye election ka data banyege padahi se tere Ko koi MATLAB nahi   ,neutral
2062,@narendramodi Jay Hind Want to highlight one issue . In our society on Army person family need to take school admi … ,neutral
2063,RT @Laywaney 🌼 Good Night Friends 🌼 🦋 Follow Everyone Who Like & Retweet This 🦋 🦋 Reply With MNAor GN 🦋 Follow Me IFB 💯   ,neutral
2064,RT @Rahul31316222 ,positive
2065,Dhan Dhan Satguru Tera Hi Aasra Gud Morning sOhNe Dr @Gurmeetramrahim ji bless all apna v khyaal rakhna sOhNe g … ,positive
2066,@News18UP Ab ismein tanashahi ravaiya kahan se ho gaya yar ye to unhone achcha hi kiya agar police ko dought ha … ,neutral
2067,@anavrittim @Devahoothi I say it's more chalta hae bhai attitude As Metros r govt controlled except for few lin … ,negative
2068,Btw don’t get me wrong main ye nahi kehta ke foreign cheezon ko pasand nahi karna chahiye . Buss ye keh raha hoon ke … ,neutral
2069,Vande mataram @Deshmera_desh ki baag dor bahut samay Baad sahi haathon Mein aai . Jai Sri Ram jai hind . ,positive
2070,@Anamkha04239881 Baishak dil ka sakoon Allah ky Zikar m Allah p hi bharosa rakhyn Sab acha Hoga   ,positive
2071,#Askstar Ajinkya Rahane is more effective at no 4 in World cup ? #WorldCup2019   ,neutral
2072,Allah ( Swt ) Farmatay Hain Jab Mai apnay banday Say khush hota Hon tw Unko beti Kay Roop Mai Naimat Ataa krta Hon ..… ,positive
2073,@KhattakSaab11 Me agree krta hu lkn is pe pakistan ka to masla nhi jo log qanoon bnate he r torte he wo begherat hein   ,neutral
2074,@MamataOfficial Ye to apke liye ek achha mauka tha un Bengali bhai bahano ko samjhane ka ki ye sab political viole … ,negative
2075,RT @anuragkshl @rahulkanwal Why ?? Bottom me @Atheist_Krishna ka watermark nahi dikh rha baawle   ,neutral
2076,RT @iamsrk Not to make anyone sad but just … “ Jaanta hoon ek aise shaks ko main bhi munir Gham se patthar ho gaya lekin kabhi roya nahin “…   ,neutral
2077,@horuspk @ayeshakhalid7 @SHABAZGIL Look at his face ! Is that the face of a corrupt policeman !? He is so embarrassed … ,negative
2078,@AhmerNajeeb bachpan s ly k ajtak is team ka yehe randi rona dekhty aa rhy hyn k ye hamesha possessive khelny lag j … ,negative
2079,@TheChahatt Allah se duya kartahu ki tumhara din Kate hamesa 🧚‍♀️ gd & very gd 🧚‍♀️... gd luck sweet dreams ...😴😴😴   ,positive
2080,@nishantchat Dallo O Dallo Jhoot ki Dukan Band 😂 😂 😂 ,neutral
2081,@MaryamNSharif Ye thi okat tere chor bap ki ,negative
2082,@cricketworldcup @MazherArshad ICC ko walon ko waqt se pehle hi kisi ne bata dia tha Wahab Riaz wc khele ga 😉😉😉😉   ,neutral
2083,@ZenSays_@AshrafFem Maine to Islamic terrorists ka bola tha tere Jaise jihadi Ko mirchi kyn lagi ... Tera bhi hua hai kya halala   ,negative
2084,@Nabilgabol Yeh sub aap logo ki dua aur kartoot ka natija hai . Sorry Nabil bhai Abu bachao muhim aur bhi problems l … ,positive
2085,RT @sunita2318 💕 Good morning my sweet sweet papa @Gurmeetramrahim ji 💕 🌲 Plz bless me more sewa sumiran parmarth ka bal 💪 ba …   ,positive
2086,@follow2deep @NSdeshbhakt @Shraddh64712686 @003Gayatri @sneha78124017 @DURGAGI48780097 @Radha274402 Bhagwan ka naam … ,neutral
2087,RT @Raees74082522 @Bollyhungama @iamsrk Kitni movie ke sath naam joda ja raha he yaar bc kabhi marshal kabhi Don 3vikram vedha satte pe …   ,negative
2088,@Bashar_Mominn @UmeiraB Yeah exectly she said me once tum mery khwab m aye thy raat ko when I asked about the dre … ,neutral
2089,@VoiceofDogras My great grandfather pt mehanga ram Ji was girdawar at gilgit till the time of partition . He served for 40 years there   ,neutral
2090,RT @pjmIoveIys What is he so cute for 😭 ,neutral
2091,RT @pankajcgupta @DeepikaBhardwaj The human civilization has been ever evolving due to those three words . Simon Go Back I Love You Modi …   ,positive
2092,@SrBachchan Exactly Sir Namashkar Sir 💐🙏💐🌹 We love you always Huge Fan Of Yours .. My two years old daughter named … ,positive
2093,@yadavtejashwi laluYadav is a great philosopher he made coreauge to the downtrowden & poorIndian's this thought was … ,positive
2094,Sir @narendramodi ji aapse vinamra nivedan hai ki prayagraj me bhi aise hi kai coaching classes chalti hai jinme su … ,neutral
2095,Welcome Modi g 2019 hamare village Mai 20 year se koi vikash nahi hua hai kai baar sikayat ki kuch nahi hua na kh … ,neutral
2096,RT @Linaainaafifi Istikhara is real You seek from Allah and He gives you when youre ready for it It might be hurt for a while but you …   ,positive
2097,@its_hema_I hate all type of parathe's but I don’t hate muli ke parathe . ~ Me farting . #oksorry   ,neutral
2098,RT SRKxPREDATOR SahilAhmed44 Abe laudu kise pagal bnara hai Saaale D4 ki news ye fan dega terko ? Isse achha to ek fake account bnakr khu …   ,negative
2099,Shab e Qadar Mubarak to all Muslims Remember me in your prayers May ALLAH bless you all & protect you from evil e … ,neutral
2100,Okay now that we are at desi street food Some of the best i have ever eaten • Dehradun ke momos ... THEY ARE THE BEST … ,positive
2101,@SanjayAzadSln Namooney Vanshavaad ka matlab ye nahi ki kisikey bachhon ko mauka naa miley ... Vanshavaad wo hota hai … ,neutral
2102,@RadioPakistan @cjwerleman @nazir_lord Buz dil kuty indian   ,negative
2103,@PiyushGoyalOffc 3 sal tak intjar karne ke bad bhi hamari mange puri nhi ho saki running staff khush nhi dukhi hai … ,negative
2104,@DocTeddy @El_universo22 @_YourMoriarty Ye me be abhi notice kiya tha tmhare comment se phle ke me ne kiya likha he   ,neutral
2105,@My_Prospective_No 👿👿 shayri ki gehrai mai jayie 🤧🤧 or log jo jhute hote unpe sab vishwas kr lete h isko vo mtlb h 🤧🤧   ,neutral
2106,Super tiring day but Thank God for FOOD 🙏🙏 sirf khane ka sahara hai mujhe ab 😂😂😂 khoob barish mile kisaano ko 🙏🙏💃   ,neutral
2107,Tere jaise Hutiya ke paida iss liye hote hai taake tu backchodi karr sakhe ...... 2 din pehle tu Narendra Modi ji ko … ,negative
2108,@imPakistaniLAD @SarfarazA_54 Jo banda ail haar pe ronay dhony k dramy shru kr dy wo hamdardi ka haqdaar nhi hy aur … ,neutral
2109,@NedaieKhalid randi ka bachy sala mater chod afghani kuty   ,negative
2110,Excellent move now party is on the right track @RahulGandhi Jindabaad jindabaad jindabaad Rahulji must have roa … ,neutral
2111,RT @Mitokee @theskindoctor13 @sherryontopp Sabse pehle to yeh politician hain ya shayar ? Sala inki puri party ka system hi lull ho gaya …   ,negative
2112,@siasatpk Ghareeb haq halal kamany ghar se iss nahi nikala ke haram pe palnay walon ke zulm ka nishana banay .. Gho … ,neutral
2113,Himmat mat har rak hausla wo manjar bhi aayega Pyase ke paas chal ke khud samundar bhi aayega Yu thak-har kar na … ,positive
2114,@TalatHussain12 2014 main tere baap nawaz shrif ko tu bulaya tha modi ne q us ne tu modi ki maa ko sari b bheji thi … ,neutral
2115,@SadafJa38004147 @Sumeramushtaq19 Is ka matlab mujeh inko zeyada danda nahi dena chahiye . Warna me bhi block ho jahonga . 😨😨🙏🙏😂😂   ,positive
2116,Abe bokichodi @MamataOfficial ye Hindustan tere baap ki jagir nhi ki Jai shree ram na bolne de . Or sun mai BJP se … ,negative
2117,@smritiirani Didi aapne new India ka sapna sakar kar diya . Many many congratulations   ,positive
2118,@farah__ks ab ye afwah kon fela rha h ki jo bhi 5 may ko India ka match dekhna ke bad Bharat movie dekhne jayega … ,neutral
2119,RT @dreamsheikh Jaisy k Aap logo ko pata h Ramzan ka aakhri Ashrah h or Ba barkat Raatein Hein To Duaaon me Yaad Rakhein Allah Aap Sab ki …   ,neutral
2120,@samajwadiparty pichle 5 saal app ki sarkar tha app ne dalit pichde jaati ka vikas itna kiya ki lucknow me 300cror … ,neutral
2121,Happy bdday @tehseenp May god bless you . 😃 enjoying the day   ,positive
2122,@MamataOfficial jai shree ram . DIDI jai shree ram ham bhakat h shree ram ke aur hame koi rok nahi sakta jai shree r … ,neutral
2123,@Syedees Phir wohi baat bahi kitni khubiaan haain tum logon main jo kam bc scientists yea nahi bata payee ka larka … ,neutral
2124,. JAI BHEEM . . Great News 4 BAHUJAN KUMBKARNAAS becoz of whom dis is in Happening This is de Kick Start an Art of … ,positive
2125,@kunalkamra88 @Swamy39 Tere haat me tu khud ka pakad ke rakh .. Teri aukat Sirf chutya pan karna hai .. Apni chaddi m … ,negative
2126,@Matiullahjan919 gandu muslim gud hindu logo aur maro inko behan chod muslim utho aur maro in hindu kutto ko buzdil … ,negative
2127,Ye EVM electronic voting machine nhi hi ye to इच्छा पूर्ति मशीन hai according to opposition Modi ji ke pass supreme … ,neutral
2128,Is Desh ki badi problem uneducated nahin Balki educated hin haiKyun ki unho ne kabhi rajniti se Jude nahin . educate … ,negative
2129,@Baji_jii Bday Snapchat Fvrt person Fvrt song   ,neutral
2130,@chitraaum Mam Aap jase best Anchors jahan rahoge chanal number #1 to hoga hi Congrats 👏 👏 💐   ,positive
2131,RT @ORLI36315379 @TBird_Athletics @jake_denham_Good luck Boys 🙏🙏   ,neutral
2132,RT @sjsk92 Congratulations for 3 . 6M followers sona di 🎉🎊🎉🎊.. you deserves this and much more 😘😘😘 @SurbhiJtweets #SurbhiJyoti ,positive
2133,@jagrukindian89 @Akshaym69074206 @VedpSingh_vps @bhaiyyajispeaks Bhai ab tumne rahul ko vote diya hmne bjp ko diy … ,negative
2134,@htTweets India ko khola kar diya hamaare chutiya neta log sirf salo ke pass gandi rajneeti karne ke alawa or time … ,negative
2135,@imVkohli Sahi maje hain ... All the very best for wc ..... Waiting for that at home   ,positive
2136,@aajtak @sardanarohit Very good decision because there is no space in TV debate in opposition because India rank 14… ,neutral
2137,@m_usafzai @mjdawar Dafa ho jao haram khoro Pakistan tmaray bap ne nai bnaya tum log ezat k qabil nai ho   ,negative
2138,RT @Jankilal13 @SupremeCourtFan muzy Dohad ki adivasi bahul janta ky liya nayay chahiya chife justic of #gujrathighcourt or @SupremeCourtF …   ,neutral
2139,RT @maninder_sarna @twtsitcom Jab Criminal Wife Police Station mei ja kar Jhute FIR Complain karti hai Why Police is not following Section …   ,negative
2140,@SAHUSACHIN83 @HardikPatel_@RahulGandhi Bhai ye saale chutiye hi ye saale Randave Randi wale hi in sabko badam kha … ,negative
2141,@khalidsalmani1 @sanjaynirupam This highlight news telecast at #MadarsaNews aap ko rakhe Aage .. Hamesha Lage raho   ,neutral
2142,RT @ph0phukabeta imp reminder - keep one thing always in mind - Jo shakhs Huzoor ﷺ k zikr per kisi or bat ko foqiyat dy aur Huzoor ﷺ k Ad …   ,neutral
2143,@narendramodi aadarniy PM JI aapko dobara PM bnane ki bhut bhut badhai !! Meri aapse hath jodkr binti h ki desh me … ,positive
2144,@SooraJ1911 xDD kal to unke jyadatar batsman ne apna best bhi nhi diya tha tb ye hal kr diya tha khulle sand ban k … ,positive
2145,Aare ! Ee Ka hein Babua ? Phir se fake degree ? Hai Ram ! Kya hoga iss desh ka ? Mere ko toh bohut chinta ho rahi hein ?… ,neutral
2146,He is He is Haramkhor Aam aadmi Aadmi ,negative
2147,@SirPareshRawal Pyaare chutiya press Raval ji Aapki bahot respect karta hoonbhen ke pakoday maa ki Daal aapne b … ,negative
2148,@DineshRedBull local police ko inform kro chota bacha hai ye bhag to nahi skta ye family ke yaha bhi jaa skta hai   ,positive
2149,@rssurjewala What will do to the people who didn't vote for you . Hate them . Send them to Jail . Likhte huye haath nahi kaape tere chamche .   ,neutral
2150,@SonuKakkar @YouTubeIndia @raisonai @tanishkbagchi This is amazing ♥️👌 didu @SonuKakkar aapne iss Gane ko poora enj … ,neutral
2151,@yadavakhilesh Bahut dukhad Ghatna hai Teepu do din pahle Amethi me bhi ek BJP worker ko maar diya tha . Uspar koi … ,neutral
2152,RT @NishATQaseem I feel With every passing day Kashaf Murtaza's philosophy of life is getting more relatable ... Zindagi me har dariya khu …   ,neutral
2153,Tumhare savarkar ji to jail me baithkar angrejo ko sorry bol rahe the jabki hamare nehru ji ladai ke maidan me angr … ,positive
2154,@vivekagnihotri @_YogendraYadav Tujhe koi seriously nahi leta . Ahiro ka naam toh kharab kr hi diya Or extra attenti … ,negative
2155,@AllIndiaBakchod dil khush ho gaya tum bc ka ye haal dekh k Hanuman ji tak ko nahi bakshoge toh kaise bachoge mc … ,negative
2156,@Raqif_makh @gauravcsawant Yahi tu ham kah rahe hai tum allah ke numayende ho tum ko allah ne bheja hai Ab jaldi … ,positive
2157,@myogiadityanath Mujhe sharm mahasus hoti hai ki uttar Pradesh me BJP ki Sarkar hai hame insaf nhi Mila mere khet G … ,negative
2158,@OneHaryanaOffcl Socha hi nahi tha aisa bhi hoga .... Sirf rona aur kosna hi h ab Tere nasib main .. everyone know who is janwar   ,negative
2159,@heer_vy meri jaan no need just wish k aaj ka din bohat acha rahy aap ka bilky her din he 💕 prayers always with u 💕💕💕   ,positive
2160,@girirajsinghbjp Sir ... Jeet ki bahut bahut badhai .... Aapse guzarish hai ... K aur kuch nai par kam se kam .. Begusa … ,neutral
2161,@ArvindKejriwal @KejriwalSunita @msisodia Arvind ji apko sharm mehsus Nahi Hoti har bat k liye ap Modi ji ko blame … ,negative
2162,@ManojTiwariMP @BJP4Delhi Bahut Badhiya Inciative hi Bhaiya . Or aapko phir se Zabazsttt Jeet pr hardik Badhai ..   ,positive
2163,(✉️@DEJOUSKA_SUB ) happy national water a flowe day my new homiees i hope we can have a long long term relationship ,neutral
2164,@hotnavee7147 @sardanarohit @TajinderBagga Bjp evm chor aur bevkoof pm and murderer party president wyak thooo   ,negative
2165,RT @kiranmishra006 @SuPriyoBabul @amodranjan1 @MamataOfficial ' Jai shri Ram ' se problem hai to Jai shri Krishn om namah Shivaya Jai ma A …   ,positive
2166,@Xadeejournalist M . K B . C tim jaise kamino ko saza kab hogi gandi sahafat krke . Bhoonkte kutte .   ,negative
2167,@AkhileshPSingh @narendramodi GDP 1% ho jayega to bhi vote modi ko hi denge ... tere jese ko nahi ... tum konsa tir m … ,positive
2168,@News18India isko goli maro zaldi varna desh main astirata fail zayega .. is par des droh ki charge laga kar jail ma … ,negative
2169,Kisi ko tkarki ya tharkan ko agar bo #* s dekhne ka shaukh hai to @Hathodewala11 ko follow kr le . 😬😬. #saynotobra   ,neutral
2170,aur buisness se jo sarkar tax leti hai wo aise hi bahut hai . buiseness ko badhane ki koshish honi chahiye taki tax … ,neutral
2171,#TheGiftOfEducation @derasachasauda @Gurmeetramrahim Dera Sacha Sauda is running a free primary school for poor chi … ,neutral
2172,It is a shameful act by someone As a PTI supporter I condemned this act She is not a Nobel lady . She is a proven li … ,negative
2173,@cjdanielsonnn I hope baby kicks a lot tonight 🙄😂😂 alu e koe moe   ,neutral
2174,The view from my mat on this f word Friday is forgiveness for yourself sprinkle in some love and care for your … ,neutral
2175,@BJPsoldIndia @YouTube Chutiye fir logo ko chutiya bana raha hai 😂😂😂 fraud saale nakli evm ka dabba dikha kr logo k … ,negative
2176,#CONGRATULATIONS ! FOR ALL NEW UPCOMING LUCKY COUPLES UNDER SOCIAL WELFARE COMMETTEE NAME - Bharosha Marriage … ,positive
2177,@TimesNowHindi @TimesNow Shaheedo ka ya unke pariwar ka Ktch bhi likhte rhte ho Shame on you   ,positive
2178,@sairasherazi1 Aik orat ho kar itny galeez bakwas . Yeh pakistan ki bety ki soch nhi ho sakty . Tum zaror out sider … ,negative
2179,@sherryontopp Pata nahi tera kb udega ... Ab ti kuch sharm karo ... Beshram ensaan .... Abhi tk regain to kara nahi gay … ,neutral
2180,@msisodia @msisodia 50 % vote mila hai BJP ko to pura desh pagal nahi ho sakta tum log sirf ghatiya harkat kar sakt … ,negative
2181,@ijazulhaq SirAtomic Power k ilawa Aap ka sub se great karnama aik Elected PMChairman OIC ko illegally Death Pena … ,negative
2182,@saurabhmadeel @RanaAyyub Nahi galat ye case surim court me pending para he chaho to Google Ker ke dekhlo   ,neutral
2183,@Manikangana @Jungle_Jalebi Hiii I love the way you wished me   ,positive
2184,Shame on zartaj gul reaction aur ye bhi kehti hai ke kia meri sister director nahi ban sakti . to in se koi ye poch … ,negative
2185,@gujratsamachar Sambhaljo 52 sansad ne bjp paisa aapi ne nahi lai jay bjp atale paisa wali party loksabha ni chutn … ,neutral
2186,@XainKK @Ali_MuhammadPTI Allah kare sare PTM wale kutte ki maut marein aur tum logon ke perchay rone wala bhi koi m … ,negative
2187,@husne__ylcnk @romagnetique @EloraXiong I love u 🥰   ,neutral
2188,RT @VishalRC007 They Write Paid & Fake Article For Some Money ??? Ye Bachcho Vaali Harkate Na Bachpan Mai Achhi Lagti Hai Esi Cheap Hark …   ,negative
2189,@1420kunal @N42121319 @MsSanskriti @TheHinduMag @the_hindu @nathan_archana bol lo waise bhi bhakto ko authentic degree waale raas nahi aate   ,neutral
2190,CONGRES PARTY AUR GADDAR MALYA KA CONECTION PROVE KARNE KI JARORAT HI NAHI HAI . MALYA GADAR TUO CONGRESS MP THA MOD … ,negative
2191,@LambaAlka Ye log hi desh ko chalayege alka ji Kyo ab enki sarkar jo man me aayega o hi karege deshdraohi sadhvi pragya   ,negative
2192,@Abhijeet_Du @narendramodi @BJP4India Yes 2002 me bhi yahi feku America ke news paper me chaaya tha   ,negative
2193,@4symbols @shrikanth_krish Is This your requirement for yagna because there is no such pre condition in veda . Go h … ,neutral
2194,@sardanarohit Hadd ho gayi in logo ki Haar ki samiksha karne ki bajaye ab media pe nishana agli baar to janata … ,neutral
2195,@ANI Bichare ke pas rahne ko makan nahi Khane ko Roti nahi Hissa do esko hissa do Esa aavaj ek bar Gadhiji ne … ,neutral
2196,@aajtak Ab didi ke dao me kuch bacha nahi hai Kop bhawan me ish liye hain ki jishe chor aur thappad marne ko kah r … ,negative
2197,jahil patwari khud video banai .. awaam tak tu nikal nahi rahi thee khof se .. masha Allah main sahib ko na sirf macka … ,negative
2198,RT @SDArijitian @palakmuchhal3 @SoorajBarjatya @BeingSalmanKhan @sonamakapoor @Irshad_Kamil @rajshri @TSeries Congrats 👏 ❤❤❤❤❤ I Love #Pr …   ,positive
2199,RT @iDangs_I miss them so much ! 😭 ,neutral
2200,@bookmyshow @BeingSalmanKhan @aliabbaszafar @SKFilmsOfficial Dil todke na jawo aisa love na milge hum jaisa aapko i … ,neutral
2201,@shahid_siddiqui Kamalnath ko tag nhi kar rhe kyunki Secular govt hai waha pe nhi sidhe Modi ko tag karta dara hua Muslim Shahid Siddique 😄🤣   ,neutral
2202,3- Hiiiii ! I think we just became mutuals this month . I was so happy that u followed me back lol . I SO love your tw … ,positive
2203,@kunalkamra88 @Swamy39 Iss kunal ka itne bhav mat do . Kuch log apni aukat se jyada uchhalte hain . Better ignore hi … ,neutral
2204,@one_by_two Is chutiye ko kaun samjhaye ki BJP has elected by the people of india and not won it in some churan pratiyogita .....   ,neutral
2205,@GoStudyAbdullah Pakistan may dosra system hota phir bhi Overseas pakistanio ka to pocho mat 😔💔   ,neutral
2206,@theskindoctor13 . Neel bhai .. Aapko janamdiwas ki haardik badhaiyan ..🤝 Bhagwan aapko sehatmand rakhe 👍 Aur aapke k … ,positive
2207,@TajinderBagga @ShefVaidya @sherryontopp Paji ye Siddhu na Sardar hai na Asardar hai ye to sirf Gaddar hai . @sherryontopp   ,negative
2208,@SChaudharyINC @DeepaMishra_Modi chori kiya hei . Sala . sovi e v m Or vvpet machin . vote kiya huwa list sob mill … ,negative
2209,@sidhartha0800 @pescatarianslut DEKHO JI ... RADHA RANI TOH BRIJ KI AAJKAL HEMA JI HAI AAPKO TOH MEERA BANKAR GALI GA … ,positive
2210,Log Biwi ke Liya Maa ko bula dete hai uske Jazbaat ko suli par chadha dete hai bhudhe maa baap ke jo kaam nahi aoge … ,negative
2211,@AkhileshPSingh @BJP4India @RSSorg Tum salo chamcho kabhi nhi sudhroge tum pappu mutra ka sevan karte rho bs   ,negative
2212,@ModiLeDubega in congressio ko tere baap ke khoon ka hisab dena hoga amethi me congress ne sabse jyada julam kia ab … ,negative
2213,@MamataOfficial Mamta Didi Joor joor se aur Maan se pukaro JAI SHRI RAM JAI SHRI RAM sare paap dhul jate hai au … ,positive
2214,RT @mayurkhadse Is @akshaykumar Canadian Deshbhkat Ko Bulaya Ya Nahi ? 😂😂 Bulaya Hota To Aam Hi khila Deta #OathCeremony #ModiSarkar2 #…   ,neutral
2215,@rockybolbia @TweetsMak @brumbyoz @ComradeNAMBU @MeghaKundu Apna family stories twitter pe mat bol chutiye .. btw te … ,negative
2216,RT @_not_your_bae1 Baby i love you to the moon and back Moon ye kanjar khana zameen tak hi rkho ..!   ,negative
2217,@iamsrk ye 2 takke ke insan @SrBachchan ki film ka remake karne ki koi zaroorat nahi .. Pehle main bahut excited t … ,negative
2218,@MadhavSheth1 Aap ne bhut sare apne realme fan kho diye sir Mene apna data khoya tha lekin wapas Paa liya thanks … ,positive
2219,Bs ek suba ki gujaris uske baad hogi netao ki Jamke barish kal dekhna hai kon bolta evm kharab hai BJP wale ya Congress wale @decision2019   ,neutral
2220,@milne_archie Happy Birthday Archie - hope you have a lovely day xxxxx   ,positive
2221,@TechnicalGuruji @YouTubeIndia #ek video one plus 7 pro full review ke sath love you guruji   ,positive
2222,i swear this person is my fav walla i’m nothing without her in my life i’m really grateful to have her as my sist … ,positive
2223,#DeDePyaarDe such a Soo funny comedy and strong emotional movie can't wait for de de pyaar de 2 supbbb performance … ,positive
2224,RT @iamhamzaabbasi Pakistani Super Intellectuals today PAKISTAN mein harr kaam ke peechay Pak Army establishment hai Sab establishmen …   ,neutral
2225,@Naveen_Odisha Namaskar Sir I am a big fan of yours and my respect for you has grown after the way you managed the … ,positive
2226,@BAI_Media @Media_SAI @IndiaSports All the best   ,positive
2227,Matlab ke main heraan hoon aise logon pe ke zindagi main karne ko koi kaam nahi reh gaya ke logon ke qadd pe tabsra … ,negative
2228,@Eenadu_English @moefcc Song is fine . Aap roads/highway banao aur trees kaato aur usko development ka naam do .… ,negative
2229,RT @mss_kaltum Islam is the best religion ❤   ,positive
2230,@moinshah235 @sekcy__Ye saary mil hum ko pagal bana rahe hain m * d * rch * d ke bachy 😂😂😂   ,negative
2231,@BeantSinghInsa8 @Ritika88255523 @Insan1616 Sayad vo khin or bhi thi mujhse pehle   ,neutral
2232,@MamataOfficial chamdi udhed dungi ye CM bolna sobha nahi deta ye desh tumhare baap ka nahi hai jo itna uchal rahi … ,negative
2233,RT @Tweeti_sweety0 Rishta bhale hi online ka ho ... dard to dil me hi hota hai ..   ,neutral
